nama_media,website
Jabungtoday.com,https://jabungtoday.com/
Akurat.co,https://akurat.co/
bentengsumbar.com,https://www.bentengsumbar.com/
niaga.asia,https://www.niaga.asia/
mediaindonesia.com,www.mediaindonesia.com
tribun-medan.com,https://medan.tribunnews.com/
lintaspena.com,www.lintaspena.com
padek.jawapos.com,padek.jawapos.com
posbelitung.co,posbelitung.co
tribunpekanbaru.com,www.tribunpekanbaru.com
Kabarrakyat.id,https://kabarrakyat.id/
tribunnews.com,www.tribunnews.com
Spektroom.co.id,http://www.spektroom.co.id
suaramedianasional.com,suaramedianasional.com
faktacepat.id,faktacepat.id
TribunBanten.com,https://banten.tribunnews.com/
Sinata.id,www.sinata.id
kepridays.co.id,Kepridays.co.id
suarantb.com,www.suarantb.com
radarmalang.jawapos.com,https://radarmalang.jawapos.com
Viva.co.id,Viva.co.id
beritajatim.com,www.beritajatim.com
tabengan.co.id,https://www.tabengan.co.id
wartalentera.com,www.wartalentera.com
KomparasiNews.id,Komparasinews.id
kabarpublik.id,kabarpublik.id
waspadaaceh.com,www.waspadaaceh.com
topmetro.news,topmetro.news
Bengkuluekspress.com,bekspress@gmail.com
Inews.id,https://www.inews.id/
ManadoPost.id,https://manadopost.jawapos.com
taktiknews.com,taktiknews.com
Enewsindo.co.id,https://enewsindo.co.id/
argoterkini.com,https://www.argoterkini.com/
harianupdate.com,www.harianupdate.com
serayunusantara.com,serayunusantara.com
Pojoksatu.id,pojoksatu.id
CentralNews.id,https://centralnews.id/
imcnews.id,https://www.imcnews.id
iniriau.com,http://www.iniriau.com/
riauonline.co.id,http://www.riauonline.co.id/
tribunmanado.co.id,manado.tribunnews.com atau tribunmanado.co.id atau tribunmanado.com
linggaupos.co.id,linggaupos.disway.id
radartegal.com,https://radartegal.com/
timesindonesia.co.id,www.timesindonesia.co.id
jakartanews.id,https://jakartanews.id/
Posmetro.co,www.posmetro.co
wartabanjar.com,wartabanjar.com
Radarbontang.com,https://radarbontang.com/
beritakota.id,beritakota.id
Tagarjatim.id,www.tagarjatim.id
jurnalpatrolinews.co.id,https://jurnalpatrolinews.co.id/
jambi-independent.co.id,https://jambiindependent.disway.id/
Memorandum.co.id,memorandum.co.id
ayojakarta.com,https://www.ayojakarta.com
inversi.id,https://inversi.id/
hariandialog.co.id,hariandialog.co.id
Majalahfakta.id,majalahfakta.id
sumutpos.jawapos.com,sumutpos.jawapos.com
fajarsumbar.com,www.fajarsumbar.com
halloriau.com,www.halloriau.com
Suaraindonesia.co.id,www.suaraindonesia.co.id
habari.id,https://habari.id/
indopolitika.com,www.indopolitika.com
realitasonline.id,https://realitasonline.id/
radarmojokerto.jawapos.com,https://radarmojokerto.jawapos.com/
hantaran.co,www.hantaran.co
nusantara1.id,https://nusantara1.id/
radarbogor.jawapos.com,https://radarbogor.jawapos.com/
garda45.com,https://garda45.com/
infobenua.com,infobenua.com
koranmandala.com,koranmandala.com
dimensinews.id,https://dimensinews.id/
Batamnews.co.id,www.batamnews.co.id
aktualita.co.id,https://aktualita.co.id/
PanturaPost.com,www.panturapost.com
Mediadayak.id,mediadayak.id
pojok6.id,pojok6.id
kliksumut.com,www.kliksumut.com
kalamanthana.id,www.kalamanthana.id
goriau.com,GoRiau.com
IDNTimes.com,idntimes.com
Durasi.co.id,www.durasi.co.id
Enewskalteng.com,enewskalteng.com
Rujakpolitik.com,www.rujakpolitik.com
metro-online.co,www.metro-online.co
JPNN.com,www.jpnn.com
rakyatterkini.com,www.rakyatterkini.com
Probatam.co,www.probatam.co
ayosemarang.com,https://www.ayosemarang.com/
tempo.co,tempo.co
borneonews.co.id,https://www.borneonews.co.id/
smnnews.co.id,smnnews.co.id
Bogorupdate.com,bogorupdate.com
Gebraknews.co.id,Gebraknews.co.id
popularitas.com,www.popularitas.com
dialeksis.com,http://dialeksis.com
kupasonline.com,www.kupasonline.com
infojambi.com,INFOJAMBI.COM
Ewarta.co,www.ewarta.co
liputankini.com,https://www.liputankini.com/
swarapendidikan.co.id,swarapendidikan.co.id
riau24.com,https://www.riau24.com/
Batamclick.com,batamclick.com
Beritamerdekaonline.com,https://www.beritamerdekaonline.com/
Keprionline.co.id,www.keprionline.co.id
kontenkalteng.com,www.kontenkalteng.com
cimutnews.co.id,cimutnews.co.id.
AcehGlobalNews.id,www.acehglobalnews.id
Tintaborneo.com,www.tintaborneo.com
expresi.co,www.expresi.co
Bekesah.co,Bekesah.co
Nusantarainfo.com,https://nusantarainfo.com/
Reportaseinvestigasi.com,https://reportaseinvestigasi.com/
Priangan.com,www.priangan.com
mcinews.id,mcinews.id
bogorone.co.id,https://bogorone.co.id/
kabartrenggalek.com,https://kabartrenggalek.com/
GOnews.id,www.gonews.id
Jatengpos.co.id,JATENGPOS.CO.ID
maklumat.id,maklumat.id
harianbangsa.net,https://harianbangsa.net
Memanggil.co,https://memanggil.co
joglojateng.com,joglojateng.com
sudutkota.id,www.sudutkota.id
jateng.tribunnews.com,https://jateng.tribunnews.com/
Rakyat45.com,rakyat45.com
Hukumonline.com,www.hukumonline.com
klikwarta.com,Klikwarta.com
cakaplah.com,www.cakaplah.com
genpi.co,www.genpi.co
radarjombang.jawapos.com,www.radarjombang.jawapos.com
Katakata.co.id,www.katakata.co.id
Arusbawah.co,Arusbawah.co
rahasiaumum.com,https://rahasiaumum.com/
ayobandung.com,https://www.ayobandung.com/
Acehnow.com,https://www.acehnow.com/
indoraya.news,www.indoraya.news
Bitvonline.com,www.bitvonline.com
detailnews.id,detailnews.id
wartalive.co.id,wartalive.co.id
hariansib.com,"www,hariansib.com"
kabaronline.co.id,www.kabaronline.co.id
lampungtelevisi.com,www.lampungtelevisi.com
dutametro.com,dutametro.com
terusterang.id,https://terusterang.id/
unhas.tv,https://unhas.tv
repoeblik.com,https://repoeblik.com
Sinpo.id,www.sinpo.id
Klikinfoberita.com,klikinfoberita.com
TribunnewsBogor.com,https://bogor.tribunnews.com/
kuninganmass.com,https://kuninganmass.com/
radarcirebon.disway.id,https://radarcirebon.disway.id/
ntbsatu.com,www.ntbsatu.com
Pasundanekspres.id,https://pasundanekspres.id/
Alankanews.com,https://alankanews.com/
kabariku.com,www.kabariku.com
Ayobandung.id,https://www.ayobandung.id/
Jabarekspres.com,jabarekspres.com
orbitdigitaldaily.com,orbitdigitaldaily.com
gpriority.co.id,www.gpriority.co.id
Kutairaya.com,www.kutairaya.com
Realita.co,www.realita.co
beritanasional.com,https://beritanasional.com/
bogor-today.com,https://bogor-today.com/
BorneoFlash.com,BorneoFlash.com
coverpublik.com,https://www.coverpublik.com/
aktualitas.id,www.aktualitas.id
panennews.com,panennews.com
Hibata.id,https://hibata.id
kalteng.tribunnews.com,kalteng.tribunnews.com
kitakini.news,https://kitakini.news/
seputarpapua.com,seputarpapua.com
beritasampit.com,https://beritasampit.com/
RiauPos.co,www.riaupos.co
riaumandiri.co,www.riaumandiri.co
sigapnews.co.id,www.sigapnews.co.id
topikalimantan.com,topikalimantan.com
ayosumbar.id,https://www.ayosumbar.id/
erakini.id,https://erakini.id/
sumeks.co,www.sumeks.co
hulondalo.id,https://www.hulondalo.id/
baliexpress.jawapos.com,baliexpress.jawapos.com
Rmolaceh.id,www.rmolaceh.id
selalu.id,selalu.id
minakonews.com,https://minakonews.com
beritaalternatif.com,www.beritaalternatif.com
Ulasfakta.co,ulasfakta.co
teropongnews.com,teropongnews.com
Narasiberita.co.id,https://narasiberita.co.id/
radardepok.com,www.radardepok.com
Olenka.id,https://olenka.id/
mpnindonesia.com,https://mpnindonesia.com/
beritaprioritas.com,www.beritaprioritas.com
OrbitIndonesia.com,https://orbitindonesia.com/
banjarbaruklik.com,https://www.banjarbaruklik.com/
suaramedianasional.co.id,suaramedianasional.co.id
diskursusnetwork.com,https://diskursusnetwork.com/
smol.id,smol.id
lenteraesai.id,www.lenteraesai.id
sumselupdate.com,www.sumselupdate.com
radarjember.jawapos.com,radarjember.jawapos.com
KabarTamiang.com,www.kabartamiang.com
jurnalkalimantan.com,jurnalkalimantan.com
Suaragong.com,www.suaragong.com
Nusantaraterkini.co,Nusantaraterkini.co
Ayokaltim.com,https://ayokaltim.com/
Sidakpost.id,sidakpost.id
seputarborneo.com,seputarborneo.com
Ibukotakini.com,https://ibukotakini.com
sagoetv.com,https://sagoetv.com/
rakyatdaerah.com,rakyatdaerah.com
Lampungpro.co,https://lampungpro.co/
seputarkita.co,seputarkita.co
sekilasmedia.com,sekilasmedia.com
radarbali.id,radarbali.jawapos.com
sulutnews.com,www.sulutnews.com
kumparan.com,www.kumparan.com
radarcianjur.com,www.radarcianjur.com
radarkarawang.id,radarkarawang.id
antaranews.com,"antaranews.com, korporat.antaranews.com"
mili.id,mili.id
datakepri.com,datakepri.com
merahputih.com,www.merahputih.com
Populinews.com,https://populinews.com
Indonesiaraja.com,www.indonesiaraja.com
Beritajateng.id,beritajateng.id
harian.news,https://harian.news/
siberbengkulu.co,https://siberbengkulu.co/
Medcom.id,https://www.medcom.id
riauin.com,www.riauin.com
katadata.co.id,www.katadata.co.id
halopos.id,https://halopos.id/
rmollampung.id,rmollampung.id
Radarsatu.com,www.radarsatu.com
siberzone.id,www.siberzone.id
Jatimpos.co,http://jatimpos.co
nadariau.com,WWW.NADARIAU.COM
Riauaktual.com,Riauaktual.com
KabarMedan.com,www.kabarmedan.com
curupekspress.disway.id,https://curupekspress.disway.id/
kilas.co.id,https://kilas.co.id
nusantaratv.com,www.nusantaratv.com
katakaltim.com,www.katakaltim.com
pikiran-rakyat.com,pikiran-rakyat.com
redaksi9.com,www.redaksi9.com
Newsikal.com,newsikal.com
Kaltimkita.com,www.kaltimkita.com
Kapanlagi.com,www.kapanlagi.com
AJNN.net,www.ajnn.net
headlinekaltim.co,www.headlinekaltim.co
perspectivesnews.com,http://perspectivesnews.com
serambinews.com,www.serambinews.com
Komparatif.id,https://komparatif.id/
Gresiksatu.com,www.gresiksatu.com
Bola.net,https://www.bola.net/
Kbr.id,https://kbr.id/
RMOL.ID,www.rmol.id
Pintoe.co,https://pintoe.co/
Projectmultatuli.org,projectmultatuli.org
Serantaumedia.id,www.serantaumedia.id
Ntvnews.id,ntvnews.id
daulat.co,daulat.co
Otosia.com,https://www.otosia.com
prokal.co,https://prokal.co/
Jambiseru.com,https://www.jambiseru.com/
liputan6.com,www.liputan6.com
hargo.co.id,hargo.co.id
TribunSolo.com,solo.tribunnews.com
bumntrack.co.id,www.bumntrack.co.id
Beritarafflesia.com,beritarafflesia.com
aktual.com,www.aktual.com
zonakota.com,www.zonakota.com
Beritakaltim.co,http://www.beritakaltim.co
Go-Pena.id,https://go-pena.id/
Timurterkini.com,www.timurterkini.com
Relung.id,www.relung.id
Fimela.com,fimela.com
holopis.com,https://holopis.com
berauterkini.co.id,https://berauterkini.co.id/
Jatengnews.id,https://www.jatengnews.id/
keprinews.co,https://keprinews.co/
editorialkaltim.com,editorialkaltim.com
Harianmuria.com,harianmuria.com
ikobengkulu.com,www.ikobengkulu.com
Bola.com,https://www.bola.com/
KabarBursa.com,kabarbursa.com
Neracanews.com,www.neracanews.com
Kepri.info,Kepri.info
Resonansi.co,www.resonansi.co
Kepriraya.com,kepriraya.com
indozone.id,www.indozone.id
merdeka.com,www.merdeka.com
telusur.co.id,www.telusur.co.id
ciremaitoday.com,ciremaitoday.com
detail.id,detail.id
radarsurabaya.jawapos.com,radarsurabaya.jawapos.com
radarmukomuko.disway.id,radarmukomuko.com
Prolkn.id,prolkn.id
Selimburcaya.com,https://selimburcaya.com
pewartapos.com,https://www.pewartapos.com/
Kepri.co.id,https://Kepri.co.id
sewaktu.com,sewaktu.com
ceposonline.com,"www,ceposonline.com"
harianmemokepri.com,harianmemokepri.com
Alreinamedia.com,www.alreinamedia.com
suarainvestor.com,www.suarainvestor.com
Liputanesia.co.id,https://www.liputanesia.co.id
jurnalterkini.id,jurnalterkini.id
